Operator,Opref,Sitengr,Antennaht,Transtype,Freqband,Powerdbw,Maxpwrdbw,Maxpwrdbm,Sitelat,Sitelng
T-Mobile,90452,TQ2065092200,18,GSM,1800,26,32,,51.615211,-0.257221
T-Mobile,90452,TQ2065092200,18,GSM,1800,26,32,,51.615211,-0.257221
T-Mobile,90452,TQ2065092200,18,GSM,1800,26,32,,51.615211,-0.257221
T-Mobile,90455,TQ3387585020,19,GSM,1800,26,32,,51.547692,-0.069036
T-Mobile,90455,TQ3387585020,19,GSM,1800,27,32,,51.547692,-0.069036
T-Mobile,90455,TQ3387585020,19,GSM,1800,27,32,,51.547692,-0.069036
T-Mobile,90456,TQ1324090800,30,GSM,1800,26,32,,51.604166,-0.364661
T-Mobile,90456,TQ1324090800,30,GSM,1800,26,32,,51.604166,-0.364661
T-Mobile,90456,TQ1324090800,30,GSM,1800,26,32,,51.604166,-0.364661
T-Mobile,90457,TQ1528588160,31,GSM,1800,27,32,,51.580021,-0.33601
T-Mobile,90457,TQ1528588160,31,GSM,1800,27,32,,51.580021,-0.33601
T-Mobile,90457,TQ1528588160,37,GSM,1800,27,32,,51.580021,-0.33601
T-Mobile,90458,TQ2372564765,19,GSM,1800,26,32,,51.367953,-0.222444
T-Mobile,90458,TQ2372564765,19,GSM,1800,26,32,,51.367953,-0.222444
T-Mobile,90458,TQ2372564765,19,GSM,1800,26,32,,51.367953,-0.222444
T-Mobile,90459,TQ1215072350,26,GSM,1800,26,32,,51.438539,-0.38627
T-Mobile,90459,TQ1215072350,26,GSM,1800,27,32,,51.438539,-0.38627
T-Mobile,90459,TQ1215072350,26,GSM,1800,26,32,,51.438539,-0.38627
T-Mobile,90460,TQ4428069660,13,GSM,1800,26,32,,51.407093,0.074665
T-Mobile,90460,TQ4428069660,13,GSM,1800,26,32,,51.407093,0.074665
T-Mobile,90460,TQ4428069660,13,GSM,1800,26,32,,51.407093,0.074665
T-Mobile,90461,TQ5864078630,17.5,GSM,1800,26,32,,51.483857,0.285007
T-Mobile,90461,TQ5864078630,17.5,GSM,1800,26,32,,51.483857,0.285007
T-Mobile,90461,TQ5864078630,17.5,GSM,1800,26,32,,51.483857,0.285007
T-Mobile,90462,TQ3727566640,26.8,GSM,1800,26,32,,51.38169,-0.027165
T-Mobile,90462,TQ3727566640,26.8,GSM,1800,26,32,,51.38169,-0.027165
T-Mobile,90462,TQ3727566640,26.8,GSM,1800,26,32,,51.38169,-0.027165
T-Mobile,90465,TQ1975066000,69,GSM,1800,26,32,,51.379906,-0.279109
T-Mobile,90465,TQ1975066000,69,GSM,1800,26,32,,51.379906,-0.279109
T-Mobile,90465,TQ1975066000,69,GSM,1800,26,32,,51.379906,-0.279109
T-Mobile,90467,TQ0615098435,23.3,GSM,1800,25,32,,51.674179,-0.464693
T-Mobile,90467,TQ0615098435,23.3,GSM,1800,25,32,,51.674179,-0.464693
T-Mobile,90467,TQ0615098435,23.3,GSM,1800,25,32,,51.674179,-0.464693
T-Mobile,90468,TQ5920271932,14.5,GSM,1800,28,32,,51.423515,0.29008
T-Mobile,90468,TQ5920271932,14.5,GSM,1800,28,32,,51.423515,0.29008
T-Mobile,90468,TQ5920271932,14.5,GSM,1800,28,32,,51.423515,0.29008
T-Mobile,90469,TQ1695092260,17,GSM,1800,26,32,,51.616531,-0.310621
T-Mobile,90469,TQ1695092260,15,GSM,1800,27,32,,51.616531,-0.310621
T-Mobile,90469,TQ1695092260,17,GSM,1800,26,32,,51.616531,-0.310621
T-Mobile,90480,TQ5892079640,16,GSM,1800,27,32,,51.492853,0.289491
T-Mobile,90480,TQ5892079640,16,GSM,1800,27,32,,51.492853,0.289491
T-Mobile,90480,TQ5892079640,16,GSM,1800,27,32,,51.492853,0.289491
T-Mobile,90514,TQ5028098880,16,GSM,1800,27,32,,51.668105,0.173353
T-Mobile,90514,TQ5028098880,16,GSM,1800,27,32,,51.668105,0.173353
T-Mobile,90514,TQ5028098880,16,GSM,1800,27,32,,51.668105,0.173353
T-Mobile,90522,TQ0756075606,25.8,GSM,1800,26,32,,51.468699,-0.451298
T-Mobile,90522,TQ0756075606,25.8,GSM,1800,26,32,,51.468699,-0.451298
T-Mobile,90522,TQ0756075606,25.8,GSM,1800,25,32,,51.468699,-0.451298
T-Mobile,90523,TQ2086083720,39,GSM,1800,26,32,,51.538945,-0.257108
T-Mobile,90523,TQ2086083720,39,GSM,1800,25,32,,51.538945,-0.257108
T-Mobile,90523,TQ2086083720,39,GSM,1800,26,32,,51.538945,-0.257108
T-Mobile,90524,TQ5395087350,20,GSM,1800,26,32,,51.563508,0.22132
T-Mobile,90524,TQ5395087350,20,GSM,1800,25,32,,51.563508,0.22132
T-Mobile,90524,TQ5395087350,20,GSM,1800,25,32,,51.563508,0.22132
T-Mobile,90526,TQ2145068600,58,GSM,1800,25,32,,51.402915,-0.253801
T-Mobile,90526,TQ2145068600,58,GSM,1800,25,32,,51.402915,-0.253801
T-Mobile,90526,TQ2145068600,58,GSM,1800,25,32,,51.402915,-0.253801
T-Mobile,90527,TQ2490059700,23,GSM,1800,26,32,,51.32217,-0.20735
T-Mobile,90527,TQ2490059700,23,GSM,1800,26,32,,51.32217,-0.20735
T-Mobile,90527,TQ2490059700,23,GSM,1800,26,32,,51.32217,-0.20735
T-Mobile,90528,TQ1813575006,23.8,GSM,1800,27,32,,51.461196,-0.299304
T-Mobile,90528,TQ1813575006,23.8,GSM,1800,27,32,,51.461196,-0.299304
T-Mobile,90528,TQ1813575006,23.8,GSM,1800,27,32,,51.461196,-0.299304
T-Mobile,90530,TQ5149088900,43,GSM,1800,25,32,,51.578103,0.186522
T-Mobile,90530,TQ5149088900,43,GSM,1800,25,32,,51.578103,0.186522
T-Mobile,90530,TQ5149088900,43,GSM,1800,25,32,,51.578103,0.186522
T-Mobile,90531,TQ3678075500,21,GSM,1800,26,32,,51.461437,-0.030854
T-Mobile,90531,TQ3678075500,21,GSM,1800,27,32,,51.461437,-0.030854
T-Mobile,90531,TQ3678075500,21,GSM,1800,26,32,,51.461437,-0.030854
T-Mobile,90532,TQ1925059300,25,GSM,1800,25,32,,51.319787,-0.288536
T-Mobile,90532,TQ1925059300,25,GSM,1800,25,32,,51.319787,-0.288536
T-Mobile,90532,TQ1925059300,25,GSM,1800,25,32,,51.319787,-0.288536
T-Mobile,90533,TQ2823789662,16.6,GSM,1800,26,32,,51.590722,-0.148615
T-Mobile,90533,TQ2823789662,16.6,GSM,1800,26,32,,51.590722,-0.148615
T-Mobile,90533,TQ2823789662,16.6,GSM,1800,26,32,,51.590722,-0.148615
T-Mobile,90534,TQ2978094100,21,GSM,1800,26,32,,51.630256,-0.124708
T-Mobile,90534,TQ2978094100,26,GSM,1800,26,32,,51.630256,-0.124708
T-Mobile,90534,TQ2978094100,26,GSM,1800,27,32,,51.630256,-0.124708
T-Mobile,90535,TQ2340057450,22,GSM,1800,25,32,,51.302273,-0.229646
T-Mobile,90535,TQ2340057450,22,GSM,1800,25,32,,51.302273,-0.229646
T-Mobile,90535,TQ2340057450,22,GSM,1800,25,32,,51.302273,-0.229646
T-Mobile,90536,TQ4382076428,26,GSM,1800,23,32,,51.468032,0.070805
T-Mobile,90536,TQ4382076428,26,GSM,1800,23,32,,51.468032,0.070805
T-Mobile,90536,TQ4382076428,26,GSM,1800,23,32,,51.468032,0.070805
T-Mobile,90538,TQ4372584530,49.8,GSM,1800,23,32,,51.540865,0.07274
T-Mobile,90538,TQ4372584530,49.8,GSM,1800,26,32,,51.540865,0.07274
T-Mobile,90538,TQ4372584530,49.8,GSM,1800,24,32,,51.540865,0.07274
T-Mobile,90539,TQ4396086590,39,GSM,1800,25,32,,51.559318,0.07697
T-Mobile,90539,TQ4396086590,39,GSM,1800,25,32,,51.559318,0.07697
T-Mobile,90539,TQ4396086590,39,GSM,1800,25,32,,51.559318,0.07697
T-Mobile,90540,TQ4180088350,26,GSM,1800,24,32,,51.575681,0.046539
T-Mobile,90540,TQ4180088350,26,GSM,1800,26,32,,51.575681,0.046539
T-Mobile,90540,TQ4180088350,26,GSM,1800,26,32,,51.575681,0.046539
T-Mobile,90541,TQ2944573714,19.8,GSM,1800,25,32,,51.44711,-0.137044
T-Mobile,90541,TQ2944573714,19.8,GSM,1800,25,32,,51.44711,-0.137044
T-Mobile,90541,TQ2944573714,19.8,GSM,1800,24,32,,51.44711,-0.137044
T-Mobile,90542,TQ3280090250,50,GSM,1800,25,32,,51.59495,-0.082555
T-Mobile,90542,TQ3280090250,50,GSM,1800,25,32,,51.59495,-0.082555
T-Mobile,90542,TQ3280090250,50,GSM,1800,25,32,,51.59495,-0.082555
T-Mobile,90543,TQ3530094000,60,GSM,1800,26,32,,51.628056,-0.045033
T-Mobile,90543,TQ3530094000,60,GSM,1800,26,32,,51.628056,-0.045033
T-Mobile,90543,TQ3530094000,60,GSM,1800,26,32,,51.628056,-0.045033
T-Mobile,90544,TQ3075091000,45,GSM,1800,26,32,,51.60217,-0.111857
T-Mobile,90544,TQ3075091000,45,GSM,1800,26,32,,51.60217,-0.111857
T-Mobile,90544,TQ3075091000,45,GSM,1800,26,32,,51.60217,-0.111857
T-Mobile,90545,TQ2295085800,37,GSM,1800,26,32,,51.557189,-0.226257
T-Mobile,90545,TQ2295085800,37,GSM,1800,26,32,,51.557189,-0.226257
T-Mobile,90545,TQ2295085800,37,GSM,1800,26,32,,51.557189,-0.226257
T-Mobile,90546,TQ1577582300,33,GSM,1800,27,32,,51.527248,-0.33087
T-Mobile,90546,TQ1577582300,33,GSM,1800,26,32,,51.527248,-0.33087
T-Mobile,90546,TQ1577582300,33,GSM,1800,26,32,,51.527248,-0.33087
T-Mobile,90547,TQ1775686495,34,GSM,1800,26,32,,51.564545,-0.300919
T-Mobile,90547,TQ1775686495,34,GSM,1800,26,32,,51.564545,-0.300919
T-Mobile,90547,TQ1775686495,34,GSM,1800,26,32,,51.564545,-0.300919
T-Mobile,90548,TQ1982088790,26,GSM,1800,25,32,,51.584738,-0.270369
T-Mobile,90548,TQ1982088790,26,GSM,1800,25,32,,51.584738,-0.270369
T-Mobile,90548,TQ1982088790,26,GSM,1800,25,32,,51.584738,-0.270369
T-Mobile,90549,TQ1924091380,25,GSM,1800,26,32,,51.608141,-0.277857
T-Mobile,90549,TQ1924091380,25,GSM,1800,26,32,,51.608141,-0.277857
T-Mobile,90549,TQ1924091380,25,GSM,1800,26,32,,51.608141,-0.277857
T-Mobile,90550,TQ1492089970,24,GSM,1800,26,32,,51.596365,-0.340683
T-Mobile,90550,TQ1492089970,24,GSM,1800,26,32,,51.596365,-0.340683
T-Mobile,90550,TQ1492089970,24,GSM,1800,26,32,,51.596365,-0.340683
T-Mobile,90551,TQ3328068400,29,GSM,1800,26,32,,51.39846,-0.083883
T-Mobile,90551,TQ3328068400,29,GSM,1800,26,32,,51.39846,-0.083883
T-Mobile,90551,TQ3328068400,29,GSM,1800,26,32,,51.39846,-0.083883
T-Mobile,90553,TQ2910063750,44,GSM,1800,27,32,,51.357633,-0.145633
T-Mobile,90553,TQ2910063750,44,GSM,1800,28,32,,51.357633,-0.145633
T-Mobile,90553,TQ2910063750,44,GSM,1800,24,32,,51.357633,-0.145633
T-Mobile,90554,TQ2868571040,32.5,GSM,1800,26,32,,51.42325,-0.148948
T-Mobile,90554,TQ2868571040,32.5,GSM,1800,27,32,,51.42325,-0.148948
T-Mobile,90554,TQ2868571040,32.5,GSM,1800,26,32,,51.42325,-0.148948
T-Mobile,90555,TQ3010975282,41.2,GSM,1800,25,32,,51.461051,-0.126916
T-Mobile,90555,TQ3010975282,41.2,GSM,1800,25,32,,51.461051,-0.126916
T-Mobile,90555,TQ3010975282,41.2,GSM,1800,25,32,,51.461051,-0.126916
T-Mobile,90556,TQ3195875535,20,GSM,1800,26,32,,51.462897,-0.100219
T-Mobile,90556,TQ3195875535,20,GSM,1800,26,32,,51.462897,-0.100219
T-Mobile,90556,TQ3195875535,20,GSM,1800,26,32,,51.462897,-0.100219
T-Mobile,90557,TQ3376476627,43.5,GSM,1800,26,32,,51.472287,-0.073821
T-Mobile,90557,TQ3376476627,43.5,GSM,1800,27,32,,51.472287,-0.073821
T-Mobile,90557,TQ3376476627,43.5,GSM,1800,26,32,,51.472287,-0.073821
T-Mobile,90558,TQ3395777802,19.2,GSM,1800,26,32,,51.482802,-0.070597
T-Mobile,90558,TQ3395777802,19.2,GSM,1800,26,32,,51.482802,-0.070597
T-Mobile,90558,TQ3395777802,19.2,GSM,1800,26,32,,51.482802,-0.070597
T-Mobile,90559,TQ4620072630,57,GSM,1800,26,32,,51.433291,0.103479
T-Mobile,90559,TQ4620072630,57,GSM,1800,26,32,,51.433291,0.103479
T-Mobile,90559,TQ4620072630,57,GSM,1800,26,32,,51.433291,0.103479
T-Mobile,90560,TQ2333066710,15,GSM,1800,10,32,,51.385521,-0.227441
T-Mobile,90560,TQ2333066710,15,GSM,1800,10,32,,51.385521,-0.227441
T-Mobile,90560,TQ2333066710,15,GSM,1800,10,32,,51.385521,-0.227441
T-Mobile,90561,TQ1152075100,36.5,GSM,1800,26,32,,51.463384,-0.394464
T-Mobile,90561,TQ1152075100,36.5,GSM,1800,26,32,,51.463384,-0.394464
T-Mobile,90561,TQ1152075100,36.5,GSM,1800,27,32,,51.463384,-0.394464
T-Mobile,90562,TQ2623485003,19,GSM,1800,26,32,,51.549301,-0.179191
T-Mobile,90562,TQ2623485003,19,GSM,1800,27,32,,51.549301,-0.179191
T-Mobile,90562,TQ2623485003,19,GSM,1800,27,32,,51.549301,-0.179191
T-Mobile,90563,TQ2907587055,26,GSM,1800,28,32,,51.5671,-0.137482
T-Mobile,90563,TQ2907587055,26,GSM,1800,28,32,,51.5671,-0.137482
T-Mobile,90563,TQ2907587055,26,GSM,1800,28,32,,51.5671,-0.137482
T-Mobile,90564,TQ1150082800,30,GSM,1800,27,32,,51.532603,-0.392318
T-Mobile,90564,TQ1150082800,27,GSM,1800,26,32,,51.532603,-0.392318
T-Mobile,90564,TQ1150082800,27,GSM,1800,26,32,,51.532603,-0.392318
T-Mobile,90565,TQ3782089750,26,GSM,1800,24,32,,51.58925,-0.010316
T-Mobile,90565,TQ3782089750,26,GSM,1800,27,32,,51.58925,-0.010316
T-Mobile,90565,TQ3782089750,26,GSM,1800,26,32,,51.58925,-0.010316
T-Mobile,90568,TQ3910085220,59,GSM,1800,26,32,,51.548225,0.006358
T-Mobile,90568,TQ3910085220,59,GSM,1800,26,32,,51.548225,0.006358
T-Mobile,90568,TQ3910085220,59,GSM,1800,26,32,,51.548225,0.006358
T-Mobile,90569,TQ1048095690,46,GSM,1800,25,32,,51.64867,-0.40296
T-Mobile,90569,TQ1048095690,36,GSM,1800,25,32,,51.64867,-0.40296
T-Mobile,90569,TQ1048095690,36,GSM,1800,25,32,,51.64867,-0.40296
T-Mobile,90570,TQ1060092775,30,GSM,1800,26,32,,51.622444,-0.402147
T-Mobile,90570,TQ1060092775,30,GSM,1800,26,32,,51.622444,-0.402147
T-Mobile,90570,TQ1060092775,30,GSM,1800,26,32,,51.622444,-0.402147
T-Mobile,90571,TQ5230066700,17.5,GSM,1800,25,32,,51.378396,0.18863
T-Mobile,90571,TQ5230066700,17.5,GSM,1800,25,32,,51.378396,0.18863
T-Mobile,90571,TQ5230066700,17.5,GSM,1800,25,32,,51.378396,0.18863
T-Mobile,90572,TQ1356059050,25.5,GSM,1800,25,32,,51.318704,-0.370242
T-Mobile,90572,TQ1356059050,23.5,GSM,1800,25,32,,51.318704,-0.370242
T-Mobile,90572,TQ1356059050,23.5,GSM,1800,25,32,,51.318704,-0.370242
T-Mobile,90573,TQ2850087900,24,GSM,1800,25,32,,51.574826,-0.145465
T-Mobile,90573,TQ2850087900,24,GSM,1800,26,32,,51.574826,-0.145465
T-Mobile,90573,TQ2850087900,24,GSM,1800,26,32,,51.574826,-0.145465
T-Mobile,90574,TQ4260085200,15,GSM,1800,26,32,,51.547172,0.056799
T-Mobile,90574,TQ4260085200,15,GSM,1800,25,32,,51.547172,0.056799
T-Mobile,90574,TQ4260085200,13.5,GSM,1800,27,32,,51.547172,0.056799
T-Mobile,90576,TQ3707077740,33,GSM,1800,27,32,,51.481498,-0.025813
T-Mobile,90576,TQ3707077740,33,GSM,1800,26,32,,51.481498,-0.025813
T-Mobile,90576,TQ3707077740,33,GSM,1800,26,32,,51.481498,-0.025813
T-Mobile,90577,TQ1326088200,12,GSM,1800,26,32,,51.580792,-0.365212
T-Mobile,90577,TQ1326088200,12,GSM,1800,26,32,,51.580792,-0.365212
T-Mobile,90577,TQ1326088200,12,GSM,1800,26,32,,51.580792,-0.365212
T-Mobile,90578,TQ1445086700,25,GSM,1800,23,32,,51.567068,-0.348532
T-Mobile,90578,TQ1445086700,25,GSM,1800,25,32,,51.567068,-0.348532
T-Mobile,90578,TQ1445086700,25,GSM,1800,25,32,,51.567068,-0.348532
T-Mobile,90580,TQ1873092780,33,GSM,1800,25,32,,51.620832,-0.284745
T-Mobile,90580,TQ1873092780,33,GSM,1800,25,32,,51.620832,-0.284745
T-Mobile,90580,TQ1873092780,33,GSM,1800,25,32,,51.620832,-0.284745
T-Mobile,90582,TQ2105085125,23,GSM,1800,27,32,,51.551533,-0.253886
T-Mobile,90582,TQ2105085125,23,GSM,1800,27,32,,51.551533,-0.253886
T-Mobile,90582,TQ2105085125,23,GSM,1800,24,32,,51.551533,-0.253886
T-Mobile,90583,TQ2236588440,19.5,GSM,1800,25,32,,51.581045,-0.233772
T-Mobile,90583,TQ2236588440,19.5,GSM,1800,26,32,,51.581045,-0.233772
T-Mobile,90583,TQ2236588440,19.5,GSM,1800,25,32,,51.581045,-0.233772
T-Mobile,90584,TQ2487589800,22.5,GSM,1800,24,32,,51.592718,-0.197078
T-Mobile,90584,TQ2487589800,22.5,GSM,1800,25,32,,51.592718,-0.197078
T-Mobile,90584,TQ2487589800,22.5,GSM,1800,25,32,,51.592718,-0.197078
T-Mobile,90585,TQ2345089155,32,GSM,1800,25,32,,51.587235,-0.217868
T-Mobile,90585,TQ2345089155,32,GSM,1800,25,32,,51.587235,-0.217868
T-Mobile,90585,TQ2345089155,32,GSM,1800,25,32,,51.587235,-0.217868
T-Mobile,90586,TQ2440084075,27.5,GSM,1800,25,32,,51.541367,-0.205959
T-Mobile,90586,TQ2440084075,27.5,GSM,1800,27,32,,51.541367,-0.205959
T-Mobile,90586,TQ2440084075,27.5,GSM,1800,26,32,,51.541367,-0.205959
T-Mobile,90587,TQ2467576475,17,GSM,1800,25,32,,51.472997,-0.204683
T-Mobile,90587,TQ2467576475,17,GSM,1800,25,32,,51.472997,-0.204683
T-Mobile,90587,TQ2467576475,17,GSM,1800,22,32,,51.472997,-0.204683
T-Mobile,90589,TQ2541581840,57,GSM,1800,26,32,,51.521054,-0.192125
T-Mobile,90589,TQ2541581840,57,GSM,1800,26,32,,51.521054,-0.192125
T-Mobile,90589,TQ2541581840,57,GSM,1800,25,32,,51.521054,-0.192125
T-Mobile,90590,TQ2684175996,50.1,GSM,1800,26,32,,51.46821,-0.173681
T-Mobile,90590,TQ2684175996,50.1,GSM,1800,26,32,,51.46821,-0.173681
T-Mobile,90590,TQ2684175996,50.1,GSM,1800,26,32,,51.46821,-0.173681
T-Mobile,90591,TQ3025072300,20.9,GSM,1800,26,32,,51.434217,-0.125986
T-Mobile,90591,TQ3025072300,24,GSM,1800,26,32,,51.434217,-0.125986
T-Mobile,90591,TQ3025072300,24,GSM,1800,26,32,,51.434217,-0.125986
T-Mobile,90591,TQ3025072300,21,GSM,1800,27,32,,51.434217,-0.125986
T-Mobile,90592,TQ3120067940,23.8,GSM,1800,26,32,,51.394811,-0.113939
T-Mobile,90592,TQ3120067940,21,GSM,1800,26,32,,51.394811,-0.113939
T-Mobile,90592,TQ3120067940,21,GSM,1800,27,32,,51.394811,-0.113939
T-Mobile,90593,TQ3183993857,15,GSM,1800,26,32,,51.627593,-0.095065
T-Mobile,90593,TQ3183993857,15,GSM,1800,25,32,,51.627593,-0.095065
T-Mobile,90593,TQ3183993857,15,GSM,1800,25,32,,51.627593,-0.095065
T-Mobile,90595,TQ3162086900,27,GSM,1800,26,32,,51.565119,-0.100838
T-Mobile,90595,TQ3162086900,27,GSM,1800,24,32,,51.565119,-0.100838
T-Mobile,90595,TQ3162086900,27,GSM,1800,27,32,,51.565119,-0.100838
T-Mobile,90596,TQ3363086970,25,GSM,1800,24,32,,51.565275,-0.071826
T-Mobile,90596,TQ3363086970,25,GSM,1800,20,32,,51.565275,-0.071826
T-Mobile,90596,TQ3363086970,25,GSM,1800,24,32,,51.565275,-0.071826
T-Mobile,90597,TQ3193376343,21,GSM,1800,28,32,,51.470164,-0.100277
T-Mobile,90597,TQ3193376343,21,GSM,1800,28,32,,51.470164,-0.100277
T-Mobile,90597,TQ3193376343,21,GSM,1800,28,32,,51.470164,-0.100277
T-Mobile,90598,TQ3465091200,48,GSM,1800,26,32,,51.603048,-0.055495
T-Mobile,90598,TQ3465091200,49,GSM,1800,25,32,,51.603048,-0.055495
T-Mobile,90598,TQ3465091200,49,GSM,1800,25,32,,51.603048,-0.055495
T-Mobile,90600,TQ3564085033,19,GSM,1800,26,32,,51.547387,-0.043589
T-Mobile,90600,TQ3564085033,19,GSM,1800,24,32,,51.547387,-0.043589
T-Mobile,90600,TQ3564085033,19,GSM,1800,24,32,,51.547387,-0.043589
T-Mobile,90601,TQ2475083100,38,GSM,1800,25,32,,51.532526,-0.20126
T-Mobile,90601,TQ2475083100,38,GSM,1800,25,32,,51.532526,-0.20126
T-Mobile,90601,TQ2475083100,38,GSM,1800,25,32,,51.532526,-0.20126
T-Mobile,90602,TQ3577098630,34,GSM,1800,25,32,,51.669553,-0.036448
T-Mobile,90602,TQ3577098630,34,GSM,1800,25,32,,51.669553,-0.036448
T-Mobile,90602,TQ3577098630,34,GSM,1800,25,32,,51.669553,-0.036448
T-Mobile,90603,TQ3575072380,32,GSM,1800,27,32,,51.433645,-0.04687
T-Mobile,90603,TQ3575072380,32,GSM,1800,27,32,,51.433645,-0.04687
T-Mobile,90603,TQ3575072380,32,GSM,1800,27,32,,51.433645,-0.04687
T-Mobile,90604,TQ3745086975,32,GSM,1800,24,32,,51.564402,-0.01674
T-Mobile,90604,TQ3745086975,32,GSM,1800,24,32,,51.564402,-0.01674
T-Mobile,90604,TQ3745086975,32,GSM,1800,26,32,,51.564402,-0.01674
T-Mobile,90605,TQ4075085500,28.7,GSM,1800,24,32,,51.550332,0.030253
T-Mobile,90605,TQ4075085500,28.7,GSM,1800,26,32,,51.550332,0.030253
T-Mobile,90605,TQ4075085500,28.7,GSM,1800,21,32,,51.550332,0.030253
T-Mobile,90606,TQ4060084750,20,GSM,1800,25,32,,51.54363,0.027791
T-Mobile,90606,TQ4060084750,22,GSM,1800,22,32,,51.54363,0.027791
T-Mobile,90606,TQ4060084750,20,GSM,1800,26,32,,51.54363,0.027791
T-Mobile,90607,TQ4060082700,43.5,GSM,1800,22,32,,51.525207,0.026973
T-Mobile,90607,TQ4060082700,43.5,GSM,1800,25,32,,51.525207,0.026973
T-Mobile,90607,TQ4060082700,43.5,GSM,1800,23,32,,51.525207,0.026973
T-Mobile,90608,TQ4193084008,26,GSM,1800,25,32,,51.536628,0.046661
T-Mobile,90608,TQ4193084008,26,GSM,1800,26,32,,51.536628,0.046661
T-Mobile,90608,TQ4193084008,26,GSM,1800,21,32,,51.536628,0.046661
T-Mobile,90609,TQ4531085180,17,GSM,1800,27,32,,51.546301,0.09585
T-Mobile,90609,TQ4531085180,17,GSM,1800,27,32,,51.546301,0.09585
T-Mobile,90609,TQ4531085180,17,GSM,1800,27,32,,51.546301,0.09585
T-Mobile,90610,TQ4294281957,15,GSM,1800,24,32,,51.517942,0.060412
T-Mobile,90610,TQ4294281957,15,GSM,1800,24,32,,51.517942,0.060412
T-Mobile,90610,TQ4294281957,15,GSM,1800,24,32,,51.517942,0.060412
T-Mobile,90611,TQ4586078170,37,GSM,1800,26,32,,51.483164,0.100876
T-Mobile,90611,TQ4586078170,37,GSM,1800,26,32,,51.483164,0.100876
T-Mobile,90611,TQ4586078170,37,GSM,1800,26,32,,51.483164,0.100876
T-Mobile,90612,TQ4840089200,54,GSM,1800,25,32,,51.581621,0.142083
T-Mobile,90612,TQ4840089200,54,GSM,1800,25,32,,51.581621,0.142083
T-Mobile,90612,TQ4840089200,54,GSM,1800,25,32,,51.581621,0.142083
T-Mobile,90619,TQ4075093650,24.8,GSM,1800,26,32,,51.623574,0.033522
T-Mobile,90619,TQ4075093650,24.8,GSM,1800,26,32,,51.623574,0.033522
T-Mobile,90619,TQ4075093650,24.8,GSM,1800,26,32,,51.623574,0.033522
T-Mobile,90620,TQ0946589630,22,GSM,1800,25,32,,51.594396,-0.41952
T-Mobile,90620,TQ0946589630,22,GSM,1800,25,32,,51.594396,-0.41952
T-Mobile,90620,TQ0946589630,22,GSM,1800,25,32,,51.594396,-0.41952
T-Mobile,90624,TQ3063279518,43.3,GSM,1800,26,32,,51.499002,-0.117825
T-Mobile,90624,TQ3063279518,43.3,GSM,1800,26,32,,51.499002,-0.117825
T-Mobile,90624,TQ3063279518,43.3,GSM,1800,25,32,,51.499002,-0.117825
T-Mobile,90626,TQ2405073600,45,GSM,1800,26,32,,51.447293,-0.214687
T-Mobile,90626,TQ2405073600,45,GSM,1800,26,32,,51.447293,-0.214687
T-Mobile,90626,TQ2405073600,45,GSM,1800,27,32,,51.447293,-0.214687
T-Mobile,90627,TQ3381675061,19.9,GSM,1800,26,32,,51.4582,-0.073665
T-Mobile,90627,TQ3381675061,19.9,GSM,1800,26,32,,51.4582,-0.073665
T-Mobile,90627,TQ3381675061,19.9,GSM,1800,26,32,,51.4582,-0.073665
T-Mobile,90632,TQ3051187599,51.5,GSM,1800,25,32,,51.571659,-0.116571
T-Mobile,90632,TQ3051187599,51.5,GSM,1800,25,32,,51.571659,-0.116571
T-Mobile,90632,TQ3051187599,51.5,GSM,1800,25,32,,51.571659,-0.116571
T-Mobile,90633,TQ0705063800,26,GSM,1800,25,32,,51.362667,-0.462205
T-Mobile,90633,TQ0705063800,26,GSM,1800,25,32,,51.362667,-0.462205
T-Mobile,90633,TQ0705063800,26,GSM,1800,25,32,,51.362667,-0.462205
T-Mobile,90636,TQ3291096870,49,GSM,1800,25,32,,51.654419,-0.078455
T-Mobile,90636,TQ3291096870,52,GSM,1800,25,32,,51.654419,-0.078455
T-Mobile,90636,TQ3291096870,52,GSM,1800,25,32,,51.654419,-0.078455
T-Mobile,90637,TQ5050079200,28,GSM,1800,25,32,,51.491204,0.168097
T-Mobile,90637,TQ5050079200,28,GSM,1800,25,32,,51.491204,0.168097
T-Mobile,90637,TQ5050079200,54,GSM,1800,26,32,,51.491204,0.168097
T-Mobile,90638,TQ5825074000,16.8,GSM,1800,27,32,,51.442363,0.277322
T-Mobile,90639,TQ3402062070,17,GSM,1800,25,32,,51.341394,-0.075638
T-Mobile,90639,TQ3402062070,17,GSM,1800,25,32,,51.341394,-0.075638
T-Mobile,90639,TQ3402062070,17,GSM,1800,25,32,,51.341394,-0.075638
T-Mobile,90640,TQ3305066500,36,GSM,1800,25,32,,51.381438,-0.0879
T-Mobile,90640,TQ3305066500,36,GSM,1800,25,32,,51.381438,-0.0879
T-Mobile,90640,TQ3305066500,36,GSM,1800,25,32,,51.381438,-0.0879
T-Mobile,90641,TQ5067592145,51,GSM,1800,26,32,,51.60748,0.176161
T-Mobile,90641,TQ5067592145,51,GSM,1800,24,32,,51.60748,0.176161
T-Mobile,90641,TQ5067592145,51,GSM,1800,26,32,,51.60748,0.176161
T-Mobile,90643,TQ4058671194,41.5,GSM,1800,26,32,,51.421806,0.022192
T-Mobile,90643,TQ4058671194,39,GSM,1800,26,32,,51.421806,0.022192
